id,댓글,공감수
1,"

핏 엄청 기대했는데 베젤봐 ㅠㅠ 너무 두껍다
",3
1,"

두목님 운동 안 좋아하시잖아요 리뷰는 없는건가?
",3
1,"

충격!) 어느 투명 케이스 보다 500원 비싼 
스포츠 밴드가 있다!? 삐쓩빠쓩
",3
1,"

충전기가 왠지 고장이 잘 날것같이 생겼네요..기어핏2 사용할때도 충전기때문에 스트레스 많이 받았는데 말이죠...
",3
1,"

1:40 오메! 나를 놀라게 했어 ㅋㅋㅋㅋㅋㅋ
",3
1,"

이거 보면서 아...미밴드 괜히샀다...라고 생각한 1인ㅋㅋㅋㅋㅋㅋㅋㅋ
",3
1,"

언더.. 케이지!
언더.. 케이지!
언더.. 케이지!
(범배형 따라하는 거임)-블랙팬서
10:06 와칸다.. 포에빠
",3
1,"

Fit 흰색 사용하는데 때가 너무잘타요. 걍 검정 사는거 추천드려요. 비눗물로 딱아도 계속 남아있음ㅠㅠ
",3
1,"

화면이 너무 작네요..
",3
1,"

전 그 칼이 더 갖고 싶네여 ㅎㅎㅎㅎ
",3
1,"

수면 트뤡퀴이잉~
",3
1,"

드디어 기어핏2프로를 보내줄때가 왔군요...탐나네요ㅋㅋㅋ
",3
1,"

와칸다 포에버!
",3
1,"

기어핏2프로 나름 만족했는데
스트랩연결부분이 2번이나 부서져서 갤럭시워치로 넘어갔다는ㄷㄷ
삼성밴드류들은 스트랩 연결부분이 플라스틱이라서 어디에 걸리면 부서져요
",3
1,"

오늘은 유독 손을 많이 떠시네요ㅜㅜ
",3
1,"

갤럭시 핏 노래 다운로드 해서 블투 이어폰으로 노래 들을수 있나요 ??? 아시는분 계시면 답글좀 부탁드려요 ㅃㄹㅃㄹ
",3
1,"

감사합니다 kg님 아니였음 존재도 모르고 살았을거에요 제용돈으로 fit e 사려구요ㅎㅎ
",3
1,"

사고 싶지만 못살거 같네요..ㅠㅜ 흑
",3
1,"

와칸다 포에버
",3
1,"

진짜 사고싶다 그런데 갤럭시워치 액티브가 있어서 조금 망설여지네요
",3
1,"

F717님 개봉기 하실때 쓰는 칼이 뭔지 알려주세요~
",3
1,"

손을 너무 떠셬ㅋㅋㅋㅋ
",3
1,"

아 얼마전에 샤오미 미밴드3샀는데;;
",3
1,"

이번에도 전작들처럼 올웨이즈온 디스플레이 기능이 있나요?
",3
1,"

ㅎㅎ 1달전쯤에 갤럭시 핏2 프로 샀는데 ㅎㅎㅎㅎ
",3
1,"

와칸다 !
",3
1,"

음악 재생 컨트롤이랑 날씨 확인 기능 없는지 궁금합니다!
",3
1,"

갤럭시 ~ Yee 귀여워~
",3
1,"

미밴드3사용중인데
보고나서 넘어갈생각이없어지네
그냥 미밴드5나 기달려야지
",3
1,"

어메이즈핏빕 사용중인데 그냥 쓰던거 써야겠네요 ㅎㅎ;; gps나 자전거 탈때도 그렇고.. 리뷰는 잘봤습니다
",3
1,"

기대했던거보다 실망감이 더크다 ㅠㅠ
",3
1,"

앗...한 달 전에 기어핏2 샀는데....
",3
1,"

가격이 글케 차이나? ㅋㅋㅋㅋ
",3
1,"

와 좋아보여
",3
1,"

일단 리뷰 보고 사야겠다..... 스마트워치 갖고싶어 미치려고 했는디
",3
1,"

영상은 한국어로 한번만 촬영하고 영어버전은 더빙만 하는 줄 알았는데
아니네요 ㅎㄷㄷ
",3
1,"

수면 트뤠킹
언더케이지 님 발음 대봑쓰~
",3
1,"

하 와칸다라니....
",3
1,"

아않이 나 미밴드3 샀는데
",3
1,"

1:40 (어고).. 날 놀라게 했어
",3
1,"

1:40 엪들짝
",3
1,"

후... 수영... 고민됨
",3
1,"

X맨잘봤습니다 !!
",3
1,"

아니이.... 2주전에 기어핏샀는데에....
",3
1,"

미밴드 4  4만원에 아몰레드....갤럭시핏 컬러 존망 테크 타네요... 미밴4 26일 사용가능하다던데
",3
1,"

A60 리뷰는 언제 해주시나요 ㅠ
",3
1,"

두목님 안 그래도 기달렸습니다!!!!ㅋㅋㅋㅋ 저희 통장을 텅장으로 만들어줘요!!!!!!
",3
1,"

ㅇㅈ
",3
1,"

갤럭시 핏 e ↗ 를 가져왔습니다
",3
1,"

미밴드3와 Fit e 중에 뭐가 더 좋아여?
",3
1,"

Haylou gt1 가야지
",3
1,"

갤럭시 핏
118800원 하는 가격ㄷㄷ
꼭 사야하는 워츠죠
",3
1,"

핏e는 미밴드랑 비교해서 두배에 달하는 가격을 고객들이 이해할만한 장점이 좀 부족한것 같네요...
",3
1,"

나온지도 몰랐네^^
",3
1,"

음..기어핏2랑 똑같아보이는데..?
",3
1,"

와칸다뽀에버!!!!
",3
1,"

그래도 e 보단 미밴드 3가 나을듯
",3
1,"

10:11 와칸다!!!
",3
1,"

갤럭시 와이드4 리뷰 해주세요
",3
1,"

와칸다 완전 재밌네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
",3
1,"

대장님 왤케 손을 떠십미까ㅠㅠㅠㅠㅠㅠㅠ
리뷰 그만하고 운동하십쇼ㅠㅠㅠㅠㅠㅠㅜ (넝담인거 아시죠?ㅎ)
",3
1,"

수전증이 심하네요?
커피좀 줄이세요. ㅎㅎ
",3
1,"

미밴드 3와 비교해주세요 ㅎㅎ
",3
1,"

와간다 보에버
",3
1,"

대낮에도 볼 수 있을 정도로 디스플레이 밝기 괜찮나요? 궁금하네요ㅋㅋㅋ
",3
1,"

yee~~
",3
1,"

e사용하느니 미밴드4 승리
",3
1,"

트뤡퀵!!
",3
1,"

하이여
",3
1,"

혹시 k20 & k20pro 리뷰 가능한가요?
",3
1,"

저 지금 미밴드 3사용중인데 제꺼가 밀리는것같네요ㅋㅋ
",3
1,"

두목님 믿고 핏 구매했습니다.
제발 리뷰에서 좋다해주세요.
",3
1,"

제가 워치46mm 구매 하기 한 참 전에 기어 핏2 라지 유저였는데.. 지금은 구석에 쳐박아놔서 쓸 일이.. ㅋㅋㅋㅋ
",3
1,"

핏이 가격이 7만원 정도였으면 샀을건데...
",3
1,"

아무리봐도 미밴드가 훨씬 나아보이네요 ㅋㅋ
",3
1,"

당 떨어지셧나.... 왜이 벌벌 떠세요!!
",3
1,"

핏 Yee!!!
",3
1,"

갤럭시 핏 음악재생 컨트롤러도 되나요?
",3
1,"

가격대비 기어핏2에 발끝에 미치네요.
사용시간 긴건 인정...
",3
1,"

M40ㅠㅠ
",3
1,"

e는 옛날 갬성 느끼라는건가
흑백화면 ㅋㅋ
(가격은 혜자네)
",3
1,"

두목님, 애플워치 공식 리뷰는 언제 올라오려나요...? 리뷰 밀리신게 너무 많아요 ㅜㅜㅜㅜ
",3
1,"

어째 퇴화 되는거 같네요...
",3
1,"

미밴드4 언제나올까요..
",3
1,"

갤럭시 핏 살건데 제폰이 갤럭시 a7(2018) 인데 연결 되나요??
",3
1,"

디자인이 2~3만원짜리 같아서 -_-
",3
1,"

애플워치시리즈4리뷰는 없나요?
",3
1,"

fit yee~
",3
1,"

애플워치 4 리뷰는 없나요?
",3
1,"

미밴드 2가 정말 잘만든거란 생각이 다시한번 드네요.
",3
1,"

가격은 핏e가 샤오미가인데 기능은 핏이 샤오미미밴드랑 다를게 없는데 가격은 3배이고 삼성만의 특색적 디자인이 있는것도 아니고 흠
",3
1,"

삼성이 Yeeee를 좋아하내
",3
1,"

2등
",3
1,"

핏e에 붙어있는 필름을 때야되나요? 갑자기 살짝 때져서 보기싫은데 때고싶네요
",3
1,"

3년 된 기어핏2보다 훨씬 구려보이는건 문제 아닌가? 갤럭시로 브랜드 바꾸면서 그나마 좋아진 이미지 다시 말아먹으려고 작정을 했네
",3
1,"

츄뤠킹!!!
",3
1,"

아저씨가 갑뿐머시기 하니까 어색해여
",3
1,"

두목님이라면 뭘 사시겠습니꽈?
",3
1,"

수면 췍킹
",3
1,"

이기기는 는 화면이 항상들어오게할수있나요?
",3
1,"

겔럭시 기어 프로 밴드 풀려서 잊어버린 이후로 안사기로
",3
1,"

이런걸 보면 어메이즈빗 핍은 정말 혜자롭구나 생각 되네요 ㅎㅎ
",3
1,"

Fit e 전화 수신거절 되나요?
",3
1,"

미밴드3 써보신분들은 알겠지만 핏e가 미밴드3에비해 매리트가 전혀없어요 기능상으론 미밴드2에 더 가깝습니다
피트니스밴드에 사이클링모드를 뺀것도 그렇고 메세지내용이 확인이 안되는것도 미밴드2랑 더 가까운모습을 보이고있습니다
",3
1,"

fit e 에서 스톱워치 기능 되나요?
자전거타기도 자동 측정되는지 궁금합니다
",3
1,"

두목님 수영도 하세요?
",3
1,"

노트7에 덤으로 광역살포했던 기어핏2 가 아직도 자기잠식 중
",3
1,"

11만원치곤 화면이 너무작네......
",3
1,"

갤럭시핏e도 고속충전 지원 가능한가요
",3
1,"

화면 와이리 작노
",3
1,"

우왕 자 아직 안봤는데 졸작인가요?
",3
1,"

애플워치 시계가격보면 참....정신나갔기는함...
",3
1,"

차라리 기어핏2가 제일 나은거같네
",3
1,"

아이폰 xs 말고 xr 쓰세요?
",3
1,"

미밴드3에 메탈스트랩한게 아직까진 제일 만족함
",3
1,"

미밴드4 기다려지는군요 ㅋ
",3
1,"

아이폰에 연결이 되는군요^^
",3
1,"

;; 2주전에 미밴드 3삿느데 진심으로 왜삼;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
",3
1,"

1빠
",3
1,"

리뷰 정말 감사합니다.
샤오미 미밴드 4 바로 사러 가기 https://coupa.ng/bk5DMf
",3
1,"

우와.. 전 오프라인에서 못구해서 온라인으로 주문했는데 보고싶던 언박싱이 나왔군요
",3
1,"

미밴드 사용중인데 미밴드가 더 나은듯...
",3
1,"

트뤠킝
",3
1,"

갤럭시 핏2 아이폰도 삼성폰처럼 사용가능하나요...?
",3
1,"

아부지 생신 선물로 미밴드3 25000원에 구입해서 크게 끌리지 않는데...
미밴드4 나오기를 기다리는 중
",3
1,"

검머외임?
",3
1,"

혹시아이폰에서도 핏연동이돼나요???
앱에서핏e는있는데 핏은 안나와서요....
",3
1,"

오늘 알람와서 정보가 궁금했는데 간단히라도 리뷰해주셔서 감사합니다. 어메이징핏 쓰는중이라 바꿀의향이있었는데... 간략한 리뷰만봐도 제 경우에는 바꿀 필요는 없어보이네요. ㅎㅎㅎ
",3
1,"

S7엣지에다가 에어팟2사용중인데 이거 써도 괜찮을까요?
",3
1,"

AOD 탑제인가요?
",3
1,"

0:10
",3
1,"

아 작년에 기어핏2pro 샀는데 잘샀다
겔럭시 핏 화면 드럽게 작네
",3
1,"

뭔가 애매하네요..
",3
1,"

갤럭시핏 교통카드 기능 되나요??
",3
1,"

e보다는 미밴드3이 나은거같네요.. 슬라이드 안되고 톡톡건드는거밖에 안되다니 충격..
",3
1,"

핏e보다는 미밴드3가 낫네요~~
",3
1,"

난 왜 디자인이 어디서 많이 본 거 같지
",3
1,"

기어 핏 nfc기능으로 충전까지만 가능한건가요?
",3
1,"

파라리 미밴드산다~
",3
1,"

음... 미밴드3잘쓰고 있습니다 
핏은 비싸네요 
그냥 미밴드쓰다가 삼성페이 지원하는 워치를 존버하는게..
",3
1,"

흠....삼성 갈까?
",3
1,"

두목님 포에버
",3
1,"

Oneplus7 / onesplus7 / 원플러스7 / 1+7 / 8 / 리뷰 해주셨으면 하는데.... pro랑 뭐가 다른지 모르겠어요..
",3
1,"

저 미밴드3 쓰고 있는데 핏e이 더 좋을까요??
",3
1,"

아재는 블팬보단 엑스포스,,,,,,
",3
1,"

갤럭시 핏 티머니 되나요?
",3
1,"

어째 기어핏 시절보다 진보한 게 별로 없네요. 고급형조차 전환 애니메이션이; 화면과 두께는 오히려 퇴보한 것 같은 느낌마저 듭니다.
",3
1,"

갤럭시 핏이랑 갤럭시 파이트네요 잘보고 갑니다
",3
1,"

가성비로는 미밴드3나 코아밴드3가 좋은데 더 좋은게 나왓다 갤럭시 핏E
",3
1,"

근데 혹시 갤럭시 핏도 스트레스 측정 가능한가여오?답장부탁드려요...ㅠ
",3
1,"

요즘은 '게섯거라'말고 '비켜' 쓰더라구여
",3
1,"

팔굽혀펴기나 턱걸이는 트래킹되나요? 워치는 됐던거같은데
",3
1,"

와 형 영어 발음 쥑인다 퓟~
",3
1,"

가격이 상당하네요..
",3
1,"

갤핏 샤워 할 때 착용해도 괜찮은가요?
",3
1,"

애플은 이런거 안만드나..
",3
1,"

음악 안되죠??
",3
1,"

교통카드로 쓸수 있나요??
",3
1,"

항상 잘보고있습니다 삼성은 제발 ant기능 좀 넣어주면 안되나? ㅜㅜ
",3
1,"

둘다 nfc기능 있나요?
",3
1,"

혹시 음악컨트롤 기능이 들어 있나요???
",3
1,"

미밴드 3 반년 가까이 사용중인데 핏 진짜 사고 싶네...
",3
1,"

근데 갤럭시 핏e 화면 움직이는 줄은 머에요? 원래 그런거에여?
",3
1,"

갤럭시핏 e 이거 아침 알람 기능도 있으려나요 자체적으로.
",3
1,"

Yee !
",3
1,"

오
",3
1,"

한마디로 구진거같아요 좀
",3
1,"

디자인실화냐 ? 5만원치고 디자인이며 성능이 미밴드2정도인듯 ;; 미밴드 4존버해야겠네요
",3
1,"

알림이 울리고 내용을 볼수있다면
담달월급들어오면 구입하고싶네요
저는 다양한 기능들이 있어도
사용하는건 시계랑 알림울리고 누구한테왔는지 간단한내용 보는 기능만 쓰더군요
",3
1,"

Fit e가좋나요?
아니면 미밴드4가좋나요?
",3
1,"

빠르다
",3
